text,label
@USER @USER The one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life. Instead of hand outs maybe they should teach a better way.,TIN
@USER @USER Strong character?...strong character? Anybody as bitter as she is for being a sore loser has no character!,TIN
@USER If someone is being too nice to you at happy hour and asking probing questions about what you do at Pub Citizen....make sure to troll them and say you're with Antifa or something.,UNT
So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the fuck outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆,TIN
"Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""  URL #TCOT #MAGA #RedNationRising""",TIN
The beauty of #TheView is that no one pretends not to be a leftist.  @USER #maga,TIN
@USER You are becoming the court jester of the senate,TIN
@USER @USER According to the liberals yes!  Guilty unless she proves her innocence!  Wait are you a man? If so then No you can not be trusted ever! How dare you make a claim against a woman! Women are above the sins of man!  We are perfect!,TIN
@USER But but but ..... But like her music sucks!,TIN
@USER Hillary Clinton will be POTUS..Oops!,TIN
@USER Mom better watch out for the Moron's hands. He has at least 17 accusation of sexual harassment charges. He is also affected by Pee stained skin due to his liking to be peed on!,TIN
@USER @USER @USER Not if it's unwanted by the mother. Then the left flushes it down the toilet and goes to an ANTIFA rally to celebrate.,TIN
@USER Boatload of crap!,TIN
@USER @USER People died in Puerto Rico because of their government’s corruption !!!!,TIN
@USER @USER Security are paid to protect you from trash and crazy people,TIN
@USER @USER Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy,UNT
@USER @USER Bit of a celebrity😂😂😂 my Ass!,UNT
@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,TIN
@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.,TIN
@USER Comey has pissed on the us Constitution..he is a rat and needs to go away or face consequences,TIN
@USER @USER @USER Chicago has been ran by Democrats for decades.  Why is it up to the GOP to solve the problems they created to begin with?  Act is absolutely code for gun control and that's not happening nor would it help anyway.  You need 1000 detectives.  Start hiring.,UNT
@USER Boycotting NFL for the rest of my life.,TIN
@USER So sister fucker...name one single thing Obama said that was inappropriate?,TIN
. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp;  facial expressions were everything I see you 👀 #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A FUCKING #ICON #BarbieDreamsVIDEO URL,UNT
"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed.""",TIN
@USER @USER What award. Head of the Nazi antifa violence movement,UNT
@USER Do they drug test in tennis? Shes on some serious hormones or testosterone,UNT
@USER a huge fuck up on my part.,TIN
@USER @USER FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST.  ANTIFA COMES TO MIND.,TIN
@USER @USER @USER U don’t think bad stuff happens to men in cars? Shit happens to everyone it’s just your mindset on how you deal with possible issues like that. You can’t spend your whole life worrying about something that most likely won’t happen to you. But it’s your life do ur thing haha.,UNT
@USER I like how her boobs have the same mass as her belly XD,TIN
@USER Who will abuse it the most: liberals or RINOS?,TIN
#deepstate @USER @USER @USER @USER @USER you are going down! #MAGA #RedWaveRising #redwave #WalkAwayFromDemocrats #WalkAway #WalkAwayMarch  make this viral URL,TIN
"@USER @USER Because you have paranoid and always spam OMG SHE IS 16 SHE IS 16 SHE IS 16 SHE IS 16"" And you spam to everyone that SHE IS 16 and Credit Telltale in your every posts. It's so fucking funny for me. Chill out. No one cares that she's 16.""",TIN
.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL,TIN
@USER And why report this garbage.  We don't give a crap.,TIN
@USER only the arm?  He really sucks at gun control.,TIN
@USER josh as slave leia,TIN
@USER @USER @USER She is really talking nonsense.. can she talk like this for Bible and Quran?,TIN
@USER @USER @USER @USER  UK Polititians are a special breed of FILTH!  They get together and vote that their Expense and Sex Crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to  National Security  Nothing to do with National Security,TIN
"Dear Liberal #FakeNewsMedia This gesture you call a white power"" gesture is actually what we NORMAL people call the ""OK"" gesture.  I realize this is not as fun as your make believe ""white power"" name but yeah. That's what it means.  OK ? OK! #WalkAway #MAGA URL",TIN
@USER @USER This is a blatant threat by #MadMaxineWaters ginning up the ANTIFA base I smell more violence #WakeUpAmerica URL,TIN
@USER @USER Just saw it. Still vague though. He does not confirm if he is done or not though.,TIN
@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!,TIN
@USER @USER What that you are a coward that can't put your own pic up? Yet you feel you can judge others looks? Yep I'm sure people do call you out on the regular.,TIN
@USER fake ass emoji,UNT
@USER   How is it you had a document that all those women signed if you didn’t know anything about the accusation. Sounds to me a cover up was planned. You are a disgrace to the office you hold,TIN
@USER You’re Yesterday’s #FakeNews trying to make a comeback at the desperation and obstruction of Do Nothing #Liberals &amp; #DemocRats. Who cares what happened when you were a Minor in high school. You’re not the victim here. Just another MeToo sexual misconduct Baiter and Switcher.,TIN
"@USER @USER The reaction from some conservatives was swift and appealed directly to male fears and male interests.""- if men, after 50 years., can come forward about priests' sexual assault ,why can't women,especially if the person accused is going to be SC JUDGE &amp; stay on forever""",TIN
@USER @USER @USER “Like hell he is hurt. Do your job” -Randy Orton.  Do you have ears?,UNT
@USER We are “Casually fucked”,TIN
@USER Spoiler Alert : This episode has a hidden agenda to promote gun control,UNT
@USER @USER @USER Don't know who he is and don't really care.... Some rich dude that probably hates our President and our country...,TIN
@USER Look at this chill as fuck bearded dragon URL,UNT
@USER What are you afraid of liberals. You screamed for transparency!Now that POTUS is doing just that you are screaming to keep it secret.The truth is there. You don’t want it seen.Liberals are hypocrites &amp; the alphabet agencies have some bad apples involved in a soft coup. Tick Tock,TIN
No. I respect him for sticking up for his wife but let's not forget that he's running around screaming MAGA &amp; said slavery sounds like an option to him. URL,TIN
@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics',TIN
@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway,TIN
@USER We had Leveon Bell. Thats the dumbest argument. But we can compare college for when he played. His best season was 1700 yds 26 TDs. How about Collins? And this is Conners first year starting and he is starting much better than Collins,TIN
@USER @USER Liberals ruin everything!,TIN
"&gt;500 comments, and all negative, slamming Chris Hayes for promoting vote suppression via Michael I love rapist &amp; Putin-puppet Assange"" Moore &amp; his latest ""kill the Dems"" movie. How about a town hall on women's repro rights &amp; gun control on eve of Kavanaugh vote instead? URL",TIN
@USER Where is the fascist version of Antifa?,TIN
@USER He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw. His right eye which is connected to his left brain saw the hammer. #PSYC1101,TIN
@USER ...with his stubby little arm.,TIN
Absolutely all fucking done.  Bye Felicia URL,TIN
"@USER I dont think at your job is the place to protest perceived police violence or whatever you are protesting"". If you really cared go to your local PD and protest there, taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant.""",UNT
@USER Damn is she ugly!!!!,TIN
@USER @USER @USER @USER Using that thought/conspiracy then it would be safe to argue that the liberals have concocted this and are stalling in order to help the liberals interest in that. The perfect pawn would play fearful of  the process thereby helping confuse &amp; prolong the process.,TIN
@USER Don’t watch moron movies,TIN
@USER @USER The hell with the liberals. Move them all to California and build a wall on the east border,TIN
@USER @USER He is such a con apparently finds are running low😏,TIN
Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA  @USER  #WeakRinos #Republicans,TIN
@USER Absolutely NFW.,UNT
@USER I do not need a female packing a weapon for my protection. Not my kind of girl. If you need that much protection You are in the wrong place.,TIN
@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL,TIN
@USER @USER Liberals will melt 😂 😂 😂,TIN
@USER Fudge report...then apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society. You have the dumbest followers.,TIN
@USER @USER Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck,TIN
"@USER Hello, twin. Let ke correcting your typoness. Our group name is (G)I-DLE in case you are too lazy to use ()"" or ""-"" , you can use IDLE instead 😉""",UNT
"@USER I don't have anymore excuse me what the fuck"" memes.""",UNT
@USER @USER No no that’s  shaq silver back looking ass 😂😂,UNT
@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either,TIN
Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA 🇺🇸,UNT
@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL,UNT
@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday,TIN
@USER The only deep disgrace and abuse of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!,TIN
@USER Bitch I know. My body is ready 😂,TIN
@USER The reason liberals should be deported. They are just to sick and twisted to fix.,TIN
*waits for a buncha braindead rednecks to burn the Levi's that they're wearing and get hauled off to the ER en masse* URL,UNT
@USER Liberals that think the world owes them a living.,TIN
"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites @USER how do sleep at night?""",TIN
@USER What exactly is it about Willy that anyone with half a brain would consider conservative?   The guy is literally a poster child for Liberals,TIN
@USER The cunt who’s 1st EU is doing it URL,TIN
@USER @USER Now Comes The Pain...............  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL,TIN
@USER @USER I'm sorry but damn she is hot af,TIN
@USER 18 USC sec. 2383 et al. Time to press Federal criminal charges on Eric Holder and the other swamp scum. URL,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed most patriots already and got the rest appreciate a follow back #MAGA 👍,TIN
@USER Disco pose with “white dude overbite” look. Classic 70s dance move.,TIN
@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,TIN
"Thinking about the Student-Loan Crisis""  URL #TCOT #MAGA #RedNationRising""",TIN
.@USER is staffed with unhinged Liberals &amp; @USER  This is a disgusting statement. URL,TIN
@USER @USER  was spreading #FakeNews about @USER FYI. #MAGA,TIN
@USER Go buy an Antifa shirt from wal mart you lumpenprole,TIN
@USER Conservatives believe attempted rape is a form of flirting.  That’s why we’re getting all the “if you look into my past you won’t believe what I did” nonsense.,TIN
@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-,TIN
@USER @USER Haha true.  Back to your original point... if we all just fucking drive everything would be fine!,UNT
@USER watch me catching a plane to hungary only to beat your ass,TIN
@USER @USER That's why I was so disgusted with him today. I don't know why he thought this was a celebration. But he thinks everything is about him. I won't ever be able to forget the horrible things that he is done.,TIN
@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..,TIN
@USER Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face,TIN
@USER Conservatives; the trailer trash party of Canada.,TIN
@USER I told myself this but no matter how much I try life keeps biting me in the ass,TIN
"@USER @USER @USER And, of course, you exclude all but a select group of (primarily Northwestern) European and a few Asian countries from your any country"" list. Gun control has no positive correlation with lower homicide rates, even within cherry-picked Euro countries. URL",TIN
"@USER @USER @USER Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  C'mon are you chicken?""",TIN
@USER thanks Joe!!! my sanity was forsaken a looong time ago hahaha,TIN
@USER @USER @USER @USER The Institution only let her tweet when she behaves. She is a Window Licker!!!!,TIN
@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!!,TIN
@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉,UNT
@USER @USER How many gun control measures did Republicans shoot down in the House or Senate during Obama’s terms?  (Hint: it’s in the triple digits.) Bordering states with weak gun laws (WI &amp; IN) make it easy for gangs to get guns into Illinois.,TIN
@USER Fuck the NFL,TIN
@USER @USER He worries about “antifa” while he invites and poses for pics with known neonazis. SMDH,TIN
@USER @USER But to go all antifa on ppl like friggen Milo? I don't buy that conservatives who like medicare don blackout and then going millennials for antifa protests.,TIN
@USER @USER @USER @USER @USER Except those whole emails the prove what yer sayin is wrong.  Hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare. Gotta say the stupidity is entertaining. #maga,TIN
@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit,TIN
@USER Gutierrez you’re such a liar that’s all you guys are good for,TIN
@USER And then same liberals were accusing falsely in Kathua case while hiding in shithole right now.,TIN
@USER @USER @USER The most ironic thing is. The dems hasten their own demise while empowering their executioners.   Do they think once this monster is unleashed that it will not turn on them first?  #MAGA #WWG1WGA Written by Antifa terrorists 👇👇👇👇👇👇👇👇👇👇👇👇 URL,TIN
@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!,TIN
@USER About 20 of them Motherfuckers ‼️,TIN
@USER Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,TIN
@USER Yes bitch 😭😭😭😭,TIN
@USER @USER @USER @USER @USER Haha 😂 Trump is still winning. It’s fun to watch the liberals literally go insane. URL,TIN
@USER @USER @USER @USER time for MAGA to flip it! 🤗,TIN
@USER But not long ago the same Ray went off on a follower (who quite possibly pays for his services) for pointing out a guy (don’t remember who) for getting injured again. You guys pay this assholes bills,TIN
@USER this gave me fucking heart palpitations i'm shaking as i type this,UNT
@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.,UNT
@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt,TIN
@USER .@USER can’t leave fast enough.  It’s “conservatives” like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!,TIN
@USER She is so despicable!,TIN
231 years later the liberals wants to do away with it. URL,TIN
@USER That shit hurts😞😞,UNT
@USER you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,TIN
@USER You hear something he is not saying  but they did drink supposedly at that school in the 80s which was  18 in 79. This tales is 1982 when limits moved to 21 but there is a girl 15 accusing a boy 17 of everything but sex. If you think it is rape prosecute it. Do not imply boy lies,UNT
@USER @USER @USER @USER @USER Because he is a scummy human being.,TIN
@USER @USER Then maybe we can talk about the double standards between liberals and conservatives at @USER Somebody is always a victim.,TIN
@USER Liberals are not very smart,TIN
@USER Would that make him the equivalent of the Antifa March that started the violence there in the first place?,TIN
@USER You do mean the bernie assholes that stayed home,TIN
@USER @USER @USER @USER @USER Ummm theres video of it and the coach literally admitted to it lmao. Maybe read before having strong shitty opinions,TIN
@USER A vulgar attempt to reduce sisterhood to genitalia.....,UNT
@USER @USER @USER Complete and utter waste of time. Liberals,TIN
@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.,TIN
@USER @USER Be coo you got people thinking I really eat ass bitch 😂,TIN
@USER Holy fuck I’m so sorry someone violated your trust like that,TIN
"@USER @USER @USER Conservatives are whining"". There, I fixed the typo for you.""",UNT
"@USER @USER @USER @USER @USER FEMA has contacted the Senator and was told.its a TV hit you take them when you can"" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!""",TIN
@USER @USER @USER reckon he is upset about Wacky Wednesdays because the boys told him it was absolutely going to be a Mad Monday this time?,TIN
#ShameOnYou #conservatives proud of yourselves for inflicting such horrors on the folk of #Palestinian.…... URL,TIN
"@USER @USER Democrats want more Gun Control!  I say,   Just go to the range and practice,..  you'll get better "" URL",TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ha if you really can't see the hypocrisy that is antifa then you have obvious drunk the cool aid.,TIN
@USER He is the absolute worse. Period. That is all.,TIN
A bitch just be minding her business 💁🏽😂,TIN
@USER @USER I wonder which one is the Democrat and which is the Republican. The dude is now totally for gun control. 😂,TIN
@USER Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting @USER at the same time?  Cus that level of stupidity is the hallmark of the @USER,TIN
@USER @USER Leftists showing yet again how vile they can be,TIN
@USER Can you imagine being married to that crazy b#tch? Good God!,TIN
@USER YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you,TIN
".If hate speech"" were against the law, all of Main Stream Media would need to be locked up because they do it daily, and so do Democrats, liberals, progressives.  Look at the ""marches"" and their signs &amp; their ""speeches"", the very definition of hate speech. URL",TIN
@USER I’ve been asking myself the same question and it’s because he is such a phony. If He is such a fan of cleveland why is and he still playing for the Cavaliers the POS. He’s trying to save face with the Fanbase and it’s so obvious that is his fakeness! But stupid people will buy in,TIN
@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,TIN
@USER your pappy is a big fat fool the Democrats doesn’t have to make him look bad he makes himself look just what he is an ignorant 5th level  FOOL,TIN
@USER liberals drink their own Kool-aid. They live in these bubbles and they think a lot of people like them.  If they could see themselves how clownish they look and act.,TIN
@USER He is competing for worst president again.,TIN
@USER Conservatives are so sick of these tactics by liberals. First there was Bork then there was Thomas. Republicans just keep taking it too...Trump won’t take it for long though. URL,TIN
"A 5th columnist always imagines himself as a patriot. That’s how traitors rationalize perfidy. . . Clearly the deep state, the steady state, the swamp, or whatever you wish to call it sees itself as above such nuisances &amp; trivialities as elections."" URL #MAGA""",TIN
@USER yyyy fuck no bitch we decided we both was gone steepppp,TIN
@USER @USER Let's use the TREASON laws to remove Holder from the planet...,TIN
@USER Good.  He's a mess,TIN
@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots,TIN
@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.,TIN
@USER I always found liberals and progressives to be the spartan ones. All the socialists I knew wanted to live as well as they could afford,TIN
@USER Wrong 99 percent of the time she is in a bed or laying down suntanning all summer long she is bland like a dry piece of toast! ... carry on #BB20,TIN
@USER @USER So Victoria's Secret won't sponsor Trump any more. I hope they realize how much of their crap trump has sold for them to Antifa! URL,TIN
@USER @USER You are just another liberal pawn used by the democrats in an attempt to derail Kavanaugh’s confirmation. I don’t believe a word of it. You and your liberal friends are an enemy of the state. Just leave America. We will be better off without people like you. 🚫Liberals,TIN
It is time to take these people down and take their power now before they hurt our PTOTUS!! These people are ABUSING their power that was given to them in trust! ..@USER #Maga #QAnon #WakeUpAmerica URL,TIN
#ExpectUs to work our asses off for #GunSenseCandidates!  @USER #GOTV  #ThrowThemOut  URL,TIN
"99.9% of the Alumni"" standing up for #ChristineBlaseyKavanaugh didn't even know her....and none are witnesses to her ""stories."" DemocRATS &amp; Liberals are just to destroy America.  #ConfirmKavanaughNow""",TIN
@USER @USER @USER @USER So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.,TIN
@USER White liberals really hate themselves. #TDS,UNT
@USER @USER And i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol,TIN
.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! URL,TIN
@USER @USER @USER Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!,TIN
@USER Oh my Carmen. He is SO FRICKING CUTE,TIN
@USER He is most impressive at corruption and lies.,TIN
@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.,TIN
@USER Bad behavior like that is never acceptable.,UNT
@USER @USER @USER What a crap she is?.......total publicity seeker. Since when  tearing apart The Bhagwad Gita is symbol    of changing India and why Bhagwad Gita .........if u have guts show here tearing apart Kuran and Bible too #Intellectualidiot,TIN
@USER If you are not sure then l will block all these useless tweets. OK ?,TIN
@USER @USER She is useless.  Attempts to do the right thing but never follows through.,TIN
@USER She is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?,TIN
@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute   she is my CumSlave after all 😎,TIN
@USER She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,TIN
@USER I've said that many times. Liberals and Conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy Canadians.,TIN
@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,TIN
@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.,TIN
@USER EAT MY ASS OH MY GOD YOU BETTER BE LYING,TIN
"@USER @USER Great book by Leo Zagami, Pope Francis, the Last Pope?"" details the breathtaking corruption and evil forces that have been controlling the Vatican for decades.""",TIN
@USER Qual? URL,UNT
@USER He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to,TIN
@USER He is so very stupid. Or is it he is just so concrete??,TIN
@USER @USER @USER Trudeau’s liberals have no rules ! Time to oust them!,TIN
@USER The judge and some other guy need to come out and say they are lovers and have been since high school. That would really fuck with liberals. 😎,TIN
@USER Delusional idiot and the traitor!,TIN
@USER Kurt: Liberals are obsessed with seeing the president's disgusting penis. They fantasize about being in the room with his horrible hog. [sweating] They can't stop thinking about that mushroom-capped member. [visibly erect],TIN
@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?,TIN
@USER You’ve lost your mind. That shit is unsanitary af. URL,UNT
@USER How he is still batting,TIN
@USER AARON RODGERS WILL NEVER WIN A RING THE REST OF HIS SAD ASS CAREER! I HOPE YOU HIS REGULAR SEASON HEROICS CAUSE THATS ALL HE IS GOOD FOR! HAVE A NICE DAY!,TIN
@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!,UNT
@USER He is not a troll he is simply dumb but I’m enjoying it I love tweeter for this 🤣🤣🤣🤣🤣🤣🤣,TIN
@USER @USER I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.,TIN
@USER Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker.,TIN
@USER @USER @USER Why do some conservatives blindly follow a fascist?,TIN
@USER Could have been you if you didn’t stop taking Molly and shit! Glad you changed and are still around. Absolutely sucks max passed. Such an amazing artist! Rip Mac.,TIN
@USER @USER @USER @USER @USER What does it matter who I vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! Lmao sleeping fools,TIN
@USER @USER liberals have to go in 2019 as they are so over their heads Poor leader and even poorer advisors,TIN
@USER @USER @USER @USER @USER @USER @USER @USER Yes his brain was effected. He is one of the sharpest attorneys in America. But maybe it effected your brain is tge what you meant?,TIN
@USER slap the shit outta her,TIN
Don't these PIGS have a job? Don't these SLOBS have a life?  Where is there outrage against  bill clinton keith ellison harvey weinstein THESE PROTESTERS ARE  HYPOCRITES! #MAGA URL,TIN
@USER It’s a shame you are so damned unattractive...,TIN
@USER @USER I suggest using handcuffs to remove you!,TIN
@USER Who does he think he is the dumb Donald!!!!,TIN
@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia,TIN
@USER Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.,TIN
@USER @USER Even Kavanaugh said Roe v Wade is a settled law. She is spewing a narrative that does not exist. Trump also said the same.,TIN
@USER Kerry is so full of shit he is undermining things and he knows it! The Iran debacle is his baby and he wants to keep it no matter what it costs!!!!!!!!,TIN
@USER @USER @USER @USER @USER That isn’t a bill about LGBT sex workers it’s a bill on sex workers in general.Harris has a very good record as attested by LGBT orgs.I mean if we are playing that game you could argue that Bernie votes on gun control has impacted the lives of black people in Chicago negatively.,TIN
@USER Guess the robber didn't know about all of NYC's gun control laws,TIN
@USER That's it throw race into it again. Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations. The Liberal Democrats rallied around him. Liberals are the most disgusting disgraceful human beings that God created,TIN
@USER Yeah and....what’s the point of this article? Trying to demonize him for meeting with lawyers? He has a right to defend his character. He also has the right to file a defamation of character case against this woman and Sen. Feinstein. Democrats/liberals are pathetic. #Ridiculous,TIN
@USER @USER @USER what the fuck,UNT
@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha,UNT
@USER @USER Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.,TIN
@USER @USER @USER @USER @USER @USER @USER Gun control is racist. URL,TIN
@USER she is human garbage that is what is wrong,TIN
@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.,TIN
@USER @USER @USER God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet.,TIN
@USER His back hole will look like the holland tunnel we he gets to the male prison,TIN
"@USER @USER @USER Yes, American women are waiting......to be allowed to continue SLAUGHTERING babies.  Mao, Stalin and Hitler all killed babies too.  Liberals are pathetic, whiney, crooked, yet, say, we are for the children"", except they slaughter babies!""",TIN
@USER Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.,TIN
@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.,TIN
@USER #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg 😭😭😭😭,TIN
@USER @USER Who in the hell does she think she is? Acussed doesn’t mean guilty! A women accused a man. That man #JudgeKavanaugh has a voice and has a right to clear his name! “She” needs to #ZipIt🤐,TIN
@USER It’s not wrongfully characterizing. It’s the fucking truth and you guys are just to ignorant to see it.,TIN
@USER @USER don't disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 😭,TIN
@USER Clown who cares about you or the nfl.  #NFLFreeSundays,UNT
@USER Both sides have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY????? ?promised since 1986,TIN
"@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns"" yes makes sense.""",TIN
@USER @USER She has received death threats and has teenage daughters. She is protecting her family,TIN
@USER @USER Actually he is a soy boy.,TIN
